id_alerta,id_siniestro,codigo,categoria,severidad,puntos,descripcion,evidencia,es_critica
ALT006978,SIN02237,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT006979,SIN02237,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,65 reclamos asociados.,False
ALT006980,SIN02237,RH-03,Monto,Media,6,Monto atipico para cobertura de hogar.,Z-score 2.47.,False
ALT006981,SIN02238,RF-05,Vigencia,Alta,8,Siniestro muy cercano al inicio o fin de vigencia.,1 dias al borde de vigencia.,False
ALT006982,SIN02238,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 5 dias.,False
ALT006983,SIN02238,RF-03,Lista restrictiva,Critica,10,Coincidencia exacta con lista restrictiva simulada.,Proveedor o asegurado marcado en lista restrictiva de demo.,True
ALT006984,SIN02238,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,70 reclamos asociados.,False
ALT006985,SIN02238,RH-01,Factura,Alta,8,Factura repetida en reclamos de hogar.,Factura FAC-OBS-001 repetida.,False
ALT006986,SIN02238,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,70 reclamos asociados.,False
ALT006987,SIN02239,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT006988,SIN02239,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,30 reclamos asociados.,False
ALT006989,SIN02240,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,22 reclamos asociados.,False
ALT006990,SIN02241,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT006991,SIN02241,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,26 reclamos asociados.,False
ALT006992,SIN02242,RF-05,Vigencia,Media,4,Siniestro cercano al borde de vigencia.,28 dias al borde de vigencia.,False
ALT006993,SIN02242,RF-12,Reporte,Media,5,Reporte tardio frente a la ocurrencia.,Reporte despues de 18 dias.,False
ALT006994,SIN02242,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,3 siniestros previos.,False
ALT006995,SIN02242,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,64 reclamos asociados.,False
ALT006996,SIN02242,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT006997,SIN02242,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT006998,SIN02242,RF-14,Monto,Media,5,Monto reclamado cercano a la suma asegurada o atipico para la cobertura.,Ratio contra suma asegurada: 1.08.,False
ALT006999,SIN02242,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,64 reclamos asociados.,False
ALT007000,SIN02242,RH-03,Monto,Media,6,Monto atipico para cobertura de hogar.,Z-score 2.40.,False
ALT007001,SIN02243,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT007002,SIN02243,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,24 reclamos asociados.,False
ALT007003,SIN02244,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,31 reclamos asociados.,False
ALT007004,SIN02245,RF-05,Vigencia,Alta,8,Siniestro muy cercano al inicio o fin de vigencia.,5 dias al borde de vigencia.,False
ALT007005,SIN02245,RF-12,Reporte,Media,5,Reporte tardio frente a la ocurrencia.,Reporte despues de 8 dias.,False
ALT007006,SIN02245,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,65 reclamos asociados.,False
ALT007007,SIN02245,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT007008,SIN02245,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT007009,SIN02245,RH-01,Factura,Alta,8,Factura repetida en reclamos de hogar.,Factura FAC-OBS-004 repetida.,False
ALT007010,SIN02245,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,65 reclamos asociados.,False
ALT007011,SIN02245,RH-03,Monto,Media,6,Monto atipico para cobertura de hogar.,Z-score 2.14.,False
ALT007012,SIN02246,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,31 reclamos asociados.,False
ALT007013,SIN02247,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007014,SIN02247,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,34 reclamos asociados.,False
ALT007015,SIN02248,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,3 siniestros previos.,False
ALT007016,SIN02248,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,30 reclamos asociados.,False
ALT007017,SIN02249,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,3 siniestros previos.,False
ALT007018,SIN02250,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,33 reclamos asociados.,False
ALT007019,SIN02251,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,3 siniestros previos.,False
ALT007020,SIN02251,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,20 reclamos asociados.,False
ALT007021,SIN02252,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007022,SIN02252,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,20 reclamos asociados.,False
ALT007023,SIN02253,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 5 dias.,False
ALT007024,SIN02253,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT007025,SIN02253,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,23 reclamos asociados.,False
ALT007026,SIN02254,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,3 siniestros previos.,False
ALT007027,SIN02254,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,20 reclamos asociados.,False
ALT007028,SIN02255,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,34 reclamos asociados.,False
ALT007029,SIN02256,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,23 reclamos asociados.,False
ALT007030,SIN02257,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,64 reclamos asociados.,False
ALT007031,SIN02257,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,64 reclamos asociados.,False
ALT007032,SIN02258,RF-05,Vigencia,Media,4,Siniestro cercano al borde de vigencia.,24 dias al borde de vigencia.,False
ALT007033,SIN02258,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 5 dias.,False
ALT007034,SIN02258,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,64 reclamos asociados.,False
ALT007035,SIN02258,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT007036,SIN02258,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,2 documento(s) faltantes o ilegibles.,False
ALT007037,SIN02258,RF-14,Monto,Media,5,Monto reclamado cercano a la suma asegurada o atipico para la cobertura.,Ratio contra suma asegurada: 0.73.,False
ALT007038,SIN02258,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,64 reclamos asociados.,False
ALT007039,SIN02258,RH-03,Monto,Media,6,Monto atipico para cobertura de hogar.,Z-score 3.95.,False
ALT007040,SIN02259,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,34 reclamos asociados.,False
ALT007041,SIN02260,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,26 reclamos asociados.,False
ALT007042,SIN02261,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,3 siniestros previos.,False
ALT007043,SIN02262,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT007044,SIN02262,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,22 reclamos asociados.,False
ALT007045,SIN02263,RF-05,Vigencia,Alta,8,Siniestro muy cercano al inicio o fin de vigencia.,5 dias al borde de vigencia.,False
ALT007046,SIN02263,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 4 dias.,False
ALT007047,SIN02263,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,72 reclamos asociados.,False
ALT007048,SIN02263,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",2 documento(s) inconsistentes.,False
ALT007049,SIN02263,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,2 documento(s) faltantes o ilegibles.,False
ALT007050,SIN02263,RH-01,Factura,Alta,8,Factura repetida en reclamos de hogar.,Factura FAC-OBS-003 repetida.,False
ALT007051,SIN02263,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,72 reclamos asociados.,False
ALT007052,SIN02264,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007053,SIN02265,RF-12,Reporte,Media,5,Reporte tardio frente a la ocurrencia.,Reporte despues de 8 dias.,False
ALT007054,SIN02265,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007055,SIN02265,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT007056,SIN02265,RH-01,Factura,Alta,8,Factura repetida en reclamos de hogar.,Factura FAC-OBS-001 repetida.,False
ALT007057,SIN02266,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,30 reclamos asociados.,False
ALT007058,SIN02267,RF-12,Reporte,Media,5,Reporte tardio frente a la ocurrencia.,Reporte despues de 8 dias.,False
ALT007059,SIN02267,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007060,SIN02267,RF-03,Lista restrictiva,Critica,10,Coincidencia exacta con lista restrictiva simulada.,Proveedor o asegurado marcado en lista restrictiva de demo.,True
ALT007061,SIN02267,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,70 reclamos asociados.,False
ALT007062,SIN02267,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT007063,SIN02267,RH-01,Factura,Alta,8,Factura repetida en reclamos de hogar.,Factura FAC-OBS-007 repetida.,False
ALT007064,SIN02267,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,70 reclamos asociados.,False
ALT007065,SIN02268,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,31 reclamos asociados.,False
ALT007066,SIN02269,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT007067,SIN02270,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT007068,SIN02270,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,31 reclamos asociados.,False
ALT007069,SIN02271,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,4 siniestros previos.,False
ALT007070,SIN02271,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,24 reclamos asociados.,False
ALT007071,SIN02272,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,3 siniestros previos.,False
ALT007072,SIN02272,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,2 documento(s) faltantes o ilegibles.,False
ALT007073,SIN02272,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,31 reclamos asociados.,False
ALT007074,SIN02273,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,5 siniestros previos.,False
ALT007075,SIN02273,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,31 reclamos asociados.,False
ALT007076,SIN02274,RF-12,Reporte,Media,5,Reporte tardio frente a la ocurrencia.,Reporte despues de 18 dias.,False
ALT007077,SIN02274,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT007078,SIN02274,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT007079,SIN02274,RF-14,Monto,Media,5,Monto reclamado cercano a la suma asegurada o atipico para la cobertura.,Ratio contra suma asegurada: 0.78.,False
ALT007080,SIN02274,RH-01,Factura,Alta,8,Factura repetida en reclamos de hogar.,Factura FAC-OBS-003 repetida.,False
ALT007081,SIN02274,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,33 reclamos asociados.,False
ALT007082,SIN02274,RH-03,Monto,Media,6,Monto atipico para cobertura de hogar.,Z-score 2.93.,False
ALT007083,SIN02277,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,33 reclamos asociados.,False
ALT007084,SIN02278,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,22 reclamos asociados.,False
ALT007085,SIN02279,RF-05,Vigencia,Alta,8,Siniestro muy cercano al inicio o fin de vigencia.,2 dias al borde de vigencia.,False
ALT007086,SIN02279,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 5 dias.,False
ALT007087,SIN02279,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,72 reclamos asociados.,False
ALT007088,SIN02279,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,72 reclamos asociados.,False
ALT007089,SIN02279,RH-03,Monto,Media,6,Monto atipico para cobertura de hogar.,Z-score 2.15.,False
ALT007090,SIN02281,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,72 reclamos asociados.,False
ALT007091,SIN02281,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,72 reclamos asociados.,False
ALT007092,SIN02282,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,65 reclamos asociados.,False
ALT007093,SIN02282,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,65 reclamos asociados.,False
ALT007094,SIN02283,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007095,SIN02283,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,72 reclamos asociados.,False
ALT007096,SIN02283,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT007097,SIN02283,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,72 reclamos asociados.,False
ALT007098,SIN02284,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,4 siniestros previos.,False
ALT007099,SIN02285,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007100,SIN02286,RF-05,Vigencia,Alta,8,Siniestro muy cercano al inicio o fin de vigencia.,1 dias al borde de vigencia.,False
ALT007101,SIN02286,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 4 dias.,False
ALT007102,SIN02286,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,65 reclamos asociados.,False
ALT007103,SIN02286,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT007104,SIN02286,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT007105,SIN02286,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,65 reclamos asociados.,False
ALT007106,SIN02287,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,24 reclamos asociados.,False
ALT007107,SIN02288,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007108,SIN02288,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,24 reclamos asociados.,False
ALT007109,SIN02289,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT007110,SIN02289,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,34 reclamos asociados.,False
ALT007111,SIN02290,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007112,SIN02290,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,23 reclamos asociados.,False
ALT007113,SIN02292,RF-05,Vigencia,Alta,8,Siniestro muy cercano al inicio o fin de vigencia.,5 dias al borde de vigencia.,False
ALT007114,SIN02292,RF-12,Reporte,Media,5,Reporte tardio frente a la ocurrencia.,Reporte despues de 10 dias.,False
ALT007115,SIN02292,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007116,SIN02292,RF-03,Lista restrictiva,Critica,10,Coincidencia exacta con lista restrictiva simulada.,Proveedor o asegurado marcado en lista restrictiva de demo.,True
ALT007117,SIN02292,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,70 reclamos asociados.,False
ALT007118,SIN02292,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",2 documento(s) inconsistentes.,False
ALT007119,SIN02292,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT007120,SIN02292,RH-01,Factura,Alta,8,Factura repetida en reclamos de hogar.,Factura FAC-OBS-003 repetida.,False
ALT007121,SIN02292,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,70 reclamos asociados.,False
ALT007122,SIN02292,RH-03,Monto,Media,6,Monto atipico para cobertura de hogar.,Z-score 2.22.,False
ALT007123,SIN02293,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,65 reclamos asociados.,False
ALT007124,SIN02293,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,65 reclamos asociados.,False
ALT007125,SIN02294,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,7 siniestros previos.,False
ALT007126,SIN02294,RF-03,Lista restrictiva,Critica,10,Coincidencia exacta con lista restrictiva simulada.,Proveedor o asegurado marcado en lista restrictiva de demo.,True
ALT007127,SIN02294,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,70 reclamos asociados.,False
ALT007128,SIN02294,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,70 reclamos asociados.,False
ALT007129,SIN02295,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,34 reclamos asociados.,False
ALT007130,SIN02296,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,8 siniestros previos.,False
ALT007131,SIN02297,RF-05,Vigencia,Alta,8,Siniestro muy cercano al inicio o fin de vigencia.,2 dias al borde de vigencia.,False
ALT007132,SIN02297,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 5 dias.,False
ALT007133,SIN02297,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007134,SIN02297,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,65 reclamos asociados.,False
ALT007135,SIN02297,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT007136,SIN02297,RH-01,Factura,Alta,8,Factura repetida en reclamos de hogar.,Factura FAC-OBS-005 repetida.,False
ALT007137,SIN02297,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,65 reclamos asociados.,False
ALT007138,SIN02298,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007139,SIN02298,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,31 reclamos asociados.,False
ALT007140,SIN02299,RF-12,Reporte,Media,5,Reporte tardio frente a la ocurrencia.,Reporte despues de 18 dias.,False
ALT007141,SIN02299,RF-03,Lista restrictiva,Critica,10,Coincidencia exacta con lista restrictiva simulada.,Proveedor o asegurado marcado en lista restrictiva de demo.,True
ALT007142,SIN02299,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,70 reclamos asociados.,False
ALT007143,SIN02299,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",2 documento(s) inconsistentes.,False
ALT007144,SIN02299,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,2 documento(s) faltantes o ilegibles.,False
ALT007145,SIN02299,RF-14,Monto,Media,5,Monto reclamado cercano a la suma asegurada o atipico para la cobertura.,Ratio contra suma asegurada: 1.08.,False
ALT007146,SIN02299,RH-01,Factura,Alta,8,Factura repetida en reclamos de hogar.,Factura FAC-OBS-001 repetida.,False
ALT007147,SIN02299,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,70 reclamos asociados.,False
ALT007148,SIN02300,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT007149,SIN02300,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,26 reclamos asociados.,False
ALT007150,SIN02301,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007151,SIN02301,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,26 reclamos asociados.,False
ALT007152,SIN02302,RF-03,Lista restrictiva,Critica,10,Coincidencia exacta con lista restrictiva simulada.,Proveedor o asegurado marcado en lista restrictiva de demo.,True
ALT007153,SIN02302,RF-09,Proveedor,Media,5,Proveedor con alta concentracion de reclamos.,70 reclamos asociados.,False
ALT007154,SIN02302,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,70 reclamos asociados.,False
ALT007155,SIN02303,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,5 siniestros previos.,False
ALT007156,SIN02303,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,30 reclamos asociados.,False
ALT007157,SIN02304,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,5 siniestros previos.,False
ALT007158,SIN02305,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,22 reclamos asociados.,False
ALT007159,SIN02306,RF-05,Vigencia,Media,4,Siniestro cercano al borde de vigencia.,24 dias al borde de vigencia.,False
ALT007160,SIN02306,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 4 dias.,False
ALT007161,SIN02306,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT007162,SIN02306,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT007163,SIN02306,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,22 reclamos asociados.,False
ALT007164,SIN02307,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,3 siniestros previos.,False
ALT007165,SIN02307,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,24 reclamos asociados.,False
ALT007166,SIN02308,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007167,SIN02308,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,28 reclamos asociados.,False
ALT007168,SIN02309,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT007169,SIN02309,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,24 reclamos asociados.,False
ALT007170,SIN02310,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT007171,SIN02311,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,3 siniestros previos.,False
ALT007172,SIN02311,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,28 reclamos asociados.,False
ALT007173,SIN02312,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007174,SIN02312,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,23 reclamos asociados.,False
ALT007175,SIN02313,RF-05,Vigencia,Alta,8,Siniestro muy cercano al inicio o fin de vigencia.,1 dias al borde de vigencia.,False
ALT007176,SIN02313,RF-12,Reporte,Media,5,Reporte tardio frente a la ocurrencia.,Reporte despues de 18 dias.,False
ALT007177,SIN02313,RF-02,Documentos,Critica,10,Evidencia simulada de adulteracion documental.,Al menos un documento fue marcado como adulterado.,True
ALT007178,SIN02313,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,2 documento(s) faltantes o ilegibles.,False
ALT007179,SIN02314,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007180,SIN02314,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,24 reclamos asociados.,False
ALT007181,SIN02315,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007182,SIN02316,RF-08,Frecuencia,Alta,8,Asegurado con alta frecuencia historica de reclamos.,5 siniestros previos.,False
ALT007183,SIN02316,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,27 reclamos asociados.,False
ALT007184,SIN02317,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007185,SIN02317,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT007186,SIN02317,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,22 reclamos asociados.,False
ALT007187,SIN02318,RF-05,Vigencia,Alta,8,Siniestro muy cercano al inicio o fin de vigencia.,5 dias al borde de vigencia.,False
ALT007188,SIN02318,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 4 dias.,False
ALT007189,SIN02319,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007190,SIN02319,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,26 reclamos asociados.,False
ALT007191,SIN02320,RF-05,Vigencia,Alta,8,Siniestro muy cercano al inicio o fin de vigencia.,0 dias al borde de vigencia.,False
ALT007192,SIN02320,RF-12,Reporte,Baja,3,Reporte con demora moderada.,Reporte despues de 5 dias.,False
ALT007193,SIN02320,RF-10,Documentos,Media,4,Documentos obligatorios incompletos o ilegibles.,1 documento(s) faltantes o ilegibles.,False
ALT007194,SIN02320,RF-14,Monto,Media,5,Monto reclamado cercano a la suma asegurada o atipico para la cobertura.,Ratio contra suma asegurada: 0.65.,False
ALT007195,SIN02320,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,24 reclamos asociados.,False
ALT007196,SIN02320,RH-03,Monto,Media,6,Monto atipico para cobertura de hogar.,Z-score 2.96.,False
ALT007197,SIN02321,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT007198,SIN02322,RF-08,Frecuencia,Media,4,Asegurado con frecuencia historica moderada.,2 siniestros previos.,False
ALT007199,SIN02323,RF-11,Documentos,Alta,10,"Documentos con fechas, valores o legibilidad inconsistentes.",1 documento(s) inconsistentes.,False
ALT007200,SIN02323,RH-02,Contratista,Media,5,Contratista recurrente en reclamos observados.,31 reclamos asociados.,False
